apellido_paterno,apellido_materno,nombre,fecha_nacimiento,sexo,producto,saldo,telefono,estado,municipio,colonia,calle,numero
ENCISO,MAGDALENO,SANTIAGO ALEXANDER,1977-05-08,HOMBRE,credito refaccionario,97896,7902676916,Campeche,San Lucas,Valle del Rio San Pedro,Santa Cruz de la Presa,80
SILVESTRE,ESTEBAN,SAMANTHA GUADALUPE,2001-05-06,MUJER,credito refaccionario,50224,4096765501,Baja California Sur,Santa Ana Maya,Guadalupe Posada,Lomas del Picacho,27
DOMINGO,AMARO,ALAN JESUS,1999-11-04,HOMBRE,credito avio,284703,6929801138,Nayarit,Salvador Escalante,San Marcos,CERESO Para Varones y Mujeres),SN
PUENTES,GODINEZ,ALEJANDRA GUADALUPE,1965-09-24,MUJER,credito,16047,8246497999,Sonora,Senguio,San Marcos,Estación Cañada Honda,SN
CORIA,DIONICIO,PABLO EMILIO,1963-07-14,HOMBRE,credito avio,198541,3191169772,Coahuila,Susupuato,San Marcos,General José María Morelos y Pavón Cañada Honda),51
DE LA FUENTE,ALCANTARA,ALEXA MICHELLE,1977-01-29,MUJER,debito,10183,5620354921,Sinaloa,Tacámbaro,Modelo,Los Negritos,64
BEJARANO,LEDESMA,RENE,1978-01-05,HOMBRE,credito hipotecario,230203,5743759098,México,Tancítaro,Residencial del Valle I,Coyotes,7
SERRATO,BAILON,ROBERTA,1969-07-27,MUJER,credito avio,182387,5543545654,Durango,Tangamandapio,Residencial del Valle II,Viñedos Valle Redondo,53
VELARDE,CASANOVA,DIEGO ANTONIO,1986-12-25,HOMBRE,credito nomina,1414,9690825858,Colima,Tangancícuaro,La Herradura,La Loma de los Negritos,89
CARBALLO,VAZQUEZ,SILVIA,2001-06-22,MUJER,credito refaccionario,52162,4955792801,Chihuahua,Tanhuato,Club Campestre,Viñedos San Felipe,12
CAVAZOS,BAHENA,CARLOS ALEJANDRO,1965-06-13,HOMBRE,prestamo personal,9646,0781807896,Zacatecas,Taretan,Jardines del Campestre,Cuauhtémoc Las Palomas),61
HAU,CUAUTLE,MARLENE,1969-04-06,MUJER,debito,11475,9601681664,Yucatán,Tarímbaro,Los Vergeles,Hacienda Nueva,53
BUENDIA,ASCENCION,LUIS ADRIAN,1990-06-18,HOMBRE,credito hipotecario,919011,6658362008,Ciudad de Mexico,Tepalcatepec,Ciudad Universitaria,El Cariñán,93
ANASTACIO,ONOFRE,VIRIDIANA,1964-06-14,MUJER,credito,23941,0459507460,Querétaro,Tingambato,Rancho San Antonio,Santa Cruz de la Presa,19
CARO,CHI,ANGEL FERNANDO,1986-07-13,HOMBRE,credito departamental,9780,7044137274,San Luis Potosí,Tingüindín,Villas de Montenegro,Lomas del Picacho,2
NUÑO,CORDOVA,CAMILA VICTORIA,1985-01-06,MUJER,credito,20341,9788254345,Chihuahua,Tiquicheo de Nicolás Romero,Las Cavas,CERESO Para Varones y Mujeres),23
PELAYO,MONTIEL,ANGEL ZAID,1987-02-23,HOMBRE,credito refaccionario,60904,1873437765,Michoacán,Tlalpujahua,La Enramada,Estación Cañada Honda,48
CELESTINO,MARCIAL,DANNA GUADALUPE,1995-07-31,MUJER,credito departamental,3671,8097636642,Yucatán,Tlazazalca,Talamantes Ponce,General José María Morelos y Pavón Cañada Honda),SN
OBREGON,OLAN,VICTOR HUGO,1985-05-19,HOMBRE,credito nomina,4497,9980914484,Nuevo León,Tocumbo,Granjas del Campestre,Viñedos San Felipe,44
YAM,BENAVIDES,GRISELDA,1995-03-29,MUJER,credito hipotecario,782421,6489302754,San Luis Potosí,Tumbiscatío,Puerto las Hadas,Cuauhtémoc Las Palomas),32
BARRANCO,MATEO,DIEGO ALONSO,1973-09-20,HOMBRE,credito avio,157607,7351082912,Colima,Turicato,Valle del Campestre,Hacienda Nueva,SN
GARFIAS,POZOS,MAYRA,1995-08-27,MUJER,credito,20646,9224735212,Tamaulipas,Tuxpan,Trojes de Oriente,El Cariñán,10
CASIMIRO,GAMBOA,IAN SEBASTIAN,2001-01-18,HOMBRE,credito nomina,1092,5505555070,Yucatán,Tuzantla,Valle de las Trojes,Santa Cruz de la Presa,32
DURON,SILVESTRE,ANGELA VICTORIA,1975-09-03,MUJER,credito departamental,7893,6301127576,Campeche,Tzintzuntzan,Villas de San Nicolás,Lomas del Picacho,17
POSADAS,RIZO,MIGUEL ALEJANDRO,1979-12-05,HOMBRE,credito refaccionario,65802,7220887983,Sonora,Tzitzio,San Telmo,CERESO Para Varones y Mujeres),SN
PASTRANA,POOT,ARLET,1967-10-03,MUJER,credito refaccionario,75355,0338960760,Tabasco,Uruapan,La Paloma,Estación Cañada Honda,SN
TADEO,CARREÑO,ROLANDO,1976-09-17,HOMBRE,debito,4529,6196531148,Guanajuato,Venustiano Carranza,Barrio de Santiago,General José María Morelos y Pavón Cañada Honda),SN
CAUDILLO,QUINTERO,ROCIO,1986-05-15,MUJER,credito hipotecario,798954,4794319319,Tlaxcala,Villamar,Villa de las Trojes,Lotes de Arellano,15
DE ANDA,IBAÑEZ,JORGE ANTONIO,1983-07-17,HOMBRE,credito avio,153319,5830066399,Quintana Roo,Vista Hermosa,Valle de Santa Teresa,Condominio La terraza,42
URBANO,CORONADO,VICTORIA ELIZABETH,1976-11-25,MUJER,credito avio,248534,2154031275,Sinaloa,Yurécuaro,La Troje,Emiliano Zapata,16
ALMAGUER,GABRIEL,ALAN SANTIAGO,1985-08-04,HOMBRE,credito hipotecario,690951,5202651653,Aguascalientes,Zacapu,Trojes de Alonso,Morelos I,SN
SALCIDO,AGUAYO,LIA NICOLE,2001-11-27,MUJER,credito departamental,9086,5254077970,Quintana Roo,Zamora,San Telmo Residencial,Morelos 2a Sección,SN
ZEFERINO,AMBROSIO,AXEL JESUS,1996-11-19,HOMBRE,credito nomina,1559,0280264143,Campeche,Zináparo,Santa Fe,Solidaridad 4a Sección,69
AVILEZ,BLANCO,SAMANTA,1977-11-01,MUJER,credito,15512,8287759886,Tabasco,Zinapécuaro,Aguascalientes 2000,Residencial Hacienda San Martín,14
ROSARIO,POZOS,SANTIAGO ALEJANDRO,1983-09-02,HOMBRE,credito departamental,7777,2434516198,San Luis Potosí,Ziracuaretiro,Las Trojes,Viñedos del Sur,10
VIRGEN,OLAN,BELINDA,1994-04-04,MUJER,credito hipotecario,972234,9073839726,Guanajuato,Zitácuaro,Misión del Campanario,Reserva Villa Sur,29
ZENTENO,GAONA,SANTIAGO EMMANUEL,1961-07-01,HOMBRE,prestamo personal,5299,1627228786,Guerrero,José Sixto Verduzco,Trojes de Cristal,Villas de Ajedrez,85
BALBUENA,VILCHIS,ALISON GUADALUPE,1991-07-21,MUJER,credito refaccionario,62763,2491758577,Aguascalientes,Amacuzac,Trojes del Sol,Lomas de Vistabella,45
BALCAZAR,ESCOBEDO,ANGEL RAFAEL,1969-12-02,HOMBRE,credito nomina,2914,8708473935,Chihuahua,Atlatlahucan,Residencial Santa Clara,San Sebastián,67
VITE,EUGENIO,AMBAR,1996-06-05,MUJER,credito departamental,7653,5742926554,Aguascalientes,Axochiapan,Misión de Santiago,Lomas del Sur,65
CARREÑO,JAIME,CRISTIAN GAEL,1990-06-07,HOMBRE,credito hipotecario,913592,9696274785,Jalisco,Ayala,Andora Residencial,Lomas de Nueva York,92
AGUILA,DIONICIO,GEORGINA,1958-02-15,MUJER,credito avio,85408,7968400206,Veracruz,Coatlán del Río,Cadaqués Residencial,Laureles del Sur,64
HERMOSILLO,VENTURA,ANGEL ISAAC,2003-04-28,HOMBRE,credito avio,283615,0875882030,Coahuila,Cuautla,Valle del Campanario,Lomas del Mirador,38
BERNARDINO,PERALES,MARIANA GUADALUPE,1988-01-16,MUJER,credito avio,170293,8801002709,Zacatecas,Cuernavaca,Las Misiones,Misión de Santa Lucía,18
CANDELARIO,ROBLERO,DILAN GAEL,1978-12-26,HOMBRE,prestamo personal,4990,3469180844,Yucatán,Emiliano Zapata,Los Jarales,Lomas de Vistabella 2a. Sección,7
GAXIOLA,CHAN,SOFIA ESMERALDA,1967-11-08,MUJER,credito avio,294001,2929210487,San Luis Potosí,Huitzilac,Cerrada El Molino,Lotes de Arellano,SN
BARRETO,LICONA,JESUS FERNANDO,1978-10-18,HOMBRE,prestamo personal,2664,9726002228,Michoacán,Jantetelco,Valle Real,Condominio La terraza,39
COLUNGA,CALDERA,SOFIA MICHELLE,1976-06-02,MUJER,credito,17787,1152890821,Sonora,Jiutepec,Terzetto,Cerrada San Francisco,51
AMBROCIO,SERRANO,JESUS ALFREDO,1984-10-03,HOMBRE,credito hipotecario,402501,0907205639,Guerrero,Jojutla,Cerrada de La Misión,Fracción de la Trinidad II,SN
CRESPO,DEL RIO,AITANA YAMILETH,1986-01-18,MUJER,credito avio,81046,0328021084,Tabasco,Jonacatepec de Leandro Valle,Cerrada del Valle,La Escondida El Salero),3
SANABRIA,SANTANA,JORGE ALEJANDRO,1985-07-07,HOMBRE,prestamo personal,8612,1504943326,Quintana Roo,Mazatepec,Cerrada de la Mezquitera,Monserrat,8
SAMANIEGO,GARIBAY,ARIANNA,1984-08-01,MUJER,credito,16752,8570111211,Puebla,Miacatlán,Lomas del Campestre 2a Sección,San José del Barranco,43
GERARDO,IBAÑEZ,ANGEL SAID,2002-07-13,HOMBRE,credito avio,258495,3015302912,Veracruz,Ocuituco,Villas del Campestre,San Juan,SN
GOVEA,MELCHOR,CAMILA NICOLE,1971-05-16,MUJER,credito refaccionario,75521,7518093270,Jalisco,Puente de Ixtla,Los Calicantos,28 de Abril,SN
GUILLERMO,VALVERDE,DIEGO ALBERTO,1975-12-07,HOMBRE,credito departamental,3006,4471091130,Quintana Roo,Temixco,Jardines de la Concepción,Santa Bárbara,SN
GRANDE,GUARDADO,GENESIS GUADALUPE,1977-02-25,MUJER,credito hipotecario,898097,9548637042,Yucatán,Tepalcingo,Los Bosques,El Cardonal,39
BUENROSTRO,HARO,JERONIMO,1984-03-03,HOMBRE,credito departamental,2497,7337590739,Ciudad de Mexico,Tepoztlán,Rinconada los Bosques,Santa Fe,18
MERIDA,LEDEZMA,SARA SOFIA,1991-12-17,MUJER,credito,18622,9328956313,Michoacán,Tetecala,La Perla Norte,El Barranco,25
RAYA,QUINTERO,LIAM SEBASTIAN,1991-10-05,HOMBRE,credito avio,244018,6449270888,Querétaro,Tetela del Volcán,Arroyo El Molino,El Gigante,SN
MAR,ZACARIAS,IRENE,1996-12-04,MUJER,credito departamental,8944,1620467089,Campeche,Tlalnepantla,Galerías,El Refugio,SN
POZOS,BUENDIA,NATHAN,1979-09-13,HOMBRE,credito nomina,3886,4168473357,Nuevo León,Tlaltizapán de Zapata,Residencial Altaria,Los Negritos,48
MORELOS,CORDOBA,ANA FERNANDA,1958-03-25,MUJER,credito avio,201523,3797914712,Durango,Tlaquiltenango,Constitución,Coyotes,99
VILLEDA,SANTIAGO,JESUS ABRAHAM,1961-08-30,HOMBRE,credito departamental,2571,4153785227,Sonora,Tlayacapan,Libertad,Viñedos Valle Redondo,22
POLANCO,VEGA,ASTRID,1974-03-30,MUJER,credito,21167,7006463111,Jalisco,Totolapan,Pozo Bravo Norte,La Loma de los Negritos,48
SANTES,BENITO,DYLAN ANTONIO,1969-10-11,HOMBRE,prestamo personal,6760,1396663584,México,Xochitepec,Soberana Convención Revolucionaria,Viñedos San Felipe,12
CAMPUZANO,ALBINO,JOSELIN,1983-04-13,MUJER,credito departamental,9211,1796139246,Tamaulipas,Yautepec,San Cayetano,Cuauhtémoc Las Palomas),64
VIEYRA,VILLALPANDO,JORDAN,1961-07-05,HOMBRE,credito refaccionario,89770,9803013429,Veracruz,Yecapixtla,Colinas del Rio,Hacienda Nueva,13
CANDIA,BURGOS,QUETZALLI,1978-03-16,MUJER,debito,2804,3979425981,Michoacán,Zacatepec,Olivares Santana,El Cariñán,38
AGUILLON,GARCIA,JAVIER ALEJANDRO,1977-08-25,HOMBRE,debito,10184,5291287079,Tlaxcala,Zacualpan de Amilpas,Las Brisas,Santa Cruz de la Presa,56
CRISOSTOMO,SEPULVEDA,ANA GABRIELA,1980-02-03,MUJER,credito hipotecario,617951,2821221277,Quintana Roo,Temoac,Ramon Romo Franco,Lomas del Picacho,94
PAULINO,SIMON,JESUS DAMIAN,1959-11-02,HOMBRE,credito nomina,4689,8777577325,Morelos,Coatetelco,Colinas de San Ignacio,CERESO Para Varones y Mujeres),15
VALVERDE,CORDOBA,JOCELYN,1987-05-25,MUJER,credito departamental,3713,4100424462,Tlaxcala,Xoxocotla,La Fundición,Estación Cañada Honda,48
ARREGUIN,LOZA,JOSE RICARDO,1969-10-13,HOMBRE,debito,9680,4273070539,Chihuahua,Hueyapan,Fundición II,General José María Morelos y Pavón Cañada Honda),72
MARCELO,CERON,KENIA GUADALUPE,1978-11-17,MUJER,prestamo personal,6956,6564793775,Yucatán,Azcapotzalco,Los Sauces,Los Negritos,SN
AGUERO,PASTRANA,LIAM DAVID,1959-05-28,HOMBRE,credito refaccionario,66089,4330270504,Sinaloa,Coyoacán,Línea de Fuego,Coyotes,73
ARRIETA,DE LA CRUZ,INGRID,1980-01-10,MUJER,credito,15324,7463560171,Baja California,Cuajimalpa de Morelos,Buenos Aires,Viñedos Valle Redondo,69
BEDOLLA,BOJORQUEZ,LIAM EDUARDO,1997-04-23,HOMBRE,prestamo personal,2016,1400736122,Aguascalientes,Gustavo A. Madero,Circunvalación Norte,La Loma de los Negritos,SN
CASANOVA,BOLAÑOS,REGINA ISABELLA,1977-01-12,MUJER,credito,23284,9522572713,Aguascalientes,Iztacalco,Las Arboledas,Viñedos San Felipe,19
PAYAN,MANDUJANO,LUIS FELIPE,1984-07-06,HOMBRE,credito avio,137077,7604542170,Chiapas,Iztapalapa,Villas de San Francisco,Cuauhtémoc Las Palomas),62
GATICA,ZARCO,REGINA SOFIA,1991-12-02,MUJER,prestamo personal,9796,2549796998,Tamaulipas,La Magdalena Contreras,Villas de La Universidad,Hacienda Nueva,66
LOBATO,PIMENTEL,AXEL EDUARDO,1965-05-12,HOMBRE,credito departamental,6962,4839418868,Guerrero,Milpa Alta,El Sol,El Cariñán,SN
CALDERA,SEVILLA,SOFIA ISABEL,1970-06-24,MUJER,credito,17371,1546346578,Jalisco,Álvaro Obregón,Gremial,Santa Cruz de la Presa,SN
TINAJERO,ESCOBEDO,DAVID ALEXANDER,1995-07-10,HOMBRE,credito avio,203438,5019932172,Veracruz,Tláhuac,Industrial,Lomas del Picacho,SN
BAILON,ROSADO,YANELI,1977-11-23,MUJER,credito avio,179863,8564563404,Guerrero,Tlalpan,Altavista,CERESO Para Varones y Mujeres),74
MURO,PEDRO,GABRIEL ALEJANDRO,1986-03-24,HOMBRE,credito departamental,2974,4317655013,Baja California Sur,Xochimilco,Curtidores,Estación Cañada Honda,2
ROMANO,TIRADO,BRIANNA,1996-03-27,MUJER,credito hipotecario,344552,2718863776,Durango,Benito Juárez,La Concordia,General José María Morelos y Pavón Cañada Honda),86
LEOS,SAAVEDRA,IAN EMILIANO,1981-01-22,HOMBRE,credito hipotecario,640653,9503346851,Durango,Cuauhtémoc,Miravalle,Viñedos San Felipe,SN
PARADA,GOVEA,JOSELYN,1975-01-23,MUJER,credito refaccionario,85019,8660868478,Hidalgo,Miguel Hidalgo,Panorama,Cuauhtémoc Las Palomas),SN
PINTO,ARTEAGA,JESUS MIGUEL,1973-01-15,HOMBRE,debito,11042,0742155203,Ciudad de Mexico,Venustiano Carranza,Residencial Guadalupe,Hacienda Nueva,54
LAGUNES,DEL RIO,LIA REGINA,1978-06-16,MUJER,credito departamental,7084,2193335026,Campeche,Amealco de Bonfil,Colinas del Poniente,Lomas de La Asunción,62
REA,GAXIOLA,GADIEL,1989-09-29,HOMBRE,credito,15194,1346590118,Tabasco,Pinal de Amoles,Bugambilias,Villa de Nuestra Señora de La Asunción Sector Encino,89
MANJARREZ,CALVA,MIA RENATA,2001-01-11,MUJER,credito refaccionario,62097,1438971163,Sinaloa,Arroyo Seco,Del Carmen,Villa de Nuestra Señora de La Asunción Sector Alameda,88
CALLEJAS,TIRADO,HERNAN,1961-12-04,HOMBRE,credito departamental,2145,6648223263,Chihuahua,Cadereyta de Montes,La Fe,San José de Pozo Bravo,41
DEL VALLE,CARO,DANNA MICHELLE,1986-06-17,MUJER,credito avio,183932,8585062404,Baja California Sur,Colón,México,Villa de Nuestra Señora de La Asunción Sector San Marcos,45
VENANCIO,ESPINO,JESUS EMANUEL,1960-11-16,HOMBRE,credito departamental,9820,4837002485,Aguascalientes,Corregidora,Primavera,Villa de Nuestra Señora de La Asunción Sector Estación,74
ATILANO,OROPEZA,EVELYN SOFIA,1957-01-23,MUJER,credito nomina,4765,6189256187,San Luis Potosí,Ezequiel Montes,San Pablo,Las Plazas,60
BAZAN,PANZO,LIAM EMMANUEL,1958-02-04,HOMBRE,prestamo personal,7689,9859997729,Yucatán,Huimilpan,Guadalupe,El Rosedal,91
TIBURCIO,ROJAS,VICTORIA ISABELLA,1957-03-29,MUJER,credito nomina,3165,7029344168,Aguascalientes,Jalpan de Serra,Heliodoro Garcia,Natura,65
ANTUNEZ,HAU,LIAN,1991-01-11,HOMBRE,credito hipotecario,186975,5865200821,Nuevo León,Landa de Matamoros,Gómez,Montebello Della Stanza,12
CONSTANTINO,SEBASTIAN,VIRGINIA,1991-08-23,MUJER,credito departamental,6458,0438667412,Baja California Sur,El Marqués,Moderno,Villa Notre Dame,24
DANIEL,JARAMILLO,BRYAN,1968-04-02,HOMBRE,credito departamental,9839,6291952548,Jalisco,Pedro Escobedo,Valle del Rio San Pedro,Privada Guadalupe,38
GAMA,MARCELINO,ALLISON GUADALUPE,2000-03-07,MUJER,credito hipotecario,307469,7254643784,Durango,Peñamiller,Guadalupe Posada,Rinconada Pozo Bravo,SN
ALEJANDRE,MAR,IKER ANTONIO,1990-11-11,HOMBRE,credito departamental,7497,1018371402,Chiapas,Querétaro,San Marcos,Pozo Bravo Sur,57
RODARTE,PARRA,MARIA MAGDALENA,1960-12-19,MUJER,credito refaccionario,56457,0554619173,Michoacán,San Joaquín,San Marcos,Villa Loma Dorada,62
CALVARIO,BECERRA,IVAN ALEJANDRO,1997-08-29,HOMBRE,credito avio,53139,0054632405,Hidalgo,San Juan del Río,San Marcos,Jardines de Montebello,SN
COUOH,ESTRADA,MARICELA,2002-08-24,MUJER,debito,11246,4672271548,Colima,Tequisquiapan,Modelo,Villas del Río,18
CUAUTLE,DOMINGUEZ,JUAN ALBERTO,1994-10-07,HOMBRE,credito,24659,8088559186,Querétaro,Tolimán,Residencial del Valle I,El Puertecito,67
YEPEZ,TEJEDA,REYNA,1981-12-10,MUJER,credito avio,188106,5136464084,Jalisco,Acambay de Ruíz Castañeda,Residencial del Valle II,Rinconada del Puertecito,39
ALATORRE,SANTOYO,LOGAN,1976-05-17,HOMBRE,prestamo personal,3540,2165446560,Morelos,Acolman,La Herradura,Bosques del Prado Norte,SN
PICAZO,LIMON,ESTEFANI,1963-04-21,MUJER,credito avio,223229,5306197177,San Luis Potosí,Aculco,Club Campestre,Sartenejo,SN
QUINTANILLA,COLORADO,ALAN TADEO,2003-02-02,HOMBRE,debito,2053,6852857572,Michoacán,Almoloya de Alquisiras,Jardines del Campestre,Lomas del Campestre 1a Sección,SN
VILLAVICENCIO,ISLAS,LIDIA,1978-01-23,MUJER,prestamo personal,3558,8517743166,Nayarit,Almoloya de Juárez,Los Vergeles,Bosques del Prado Sur,38
BRICEÑO,ELIZONDO,CRISTIAN DANIEL,2003-02-01,HOMBRE,credito refaccionario,83887,6007118036,Morelos,Almoloya del Río,Ciudad Universitaria,El Roble,88
COCOM,ONOFRE,MILA,1963-12-06,MUJER,credito departamental,3035,5427489376,Baja California,Amanalco,Rancho San Antonio,Fátima,89
FLORENTINO,FRANCISCO,ELIAN GAEL,1994-02-27,HOMBRE,credito refaccionario,75561,0034325089,Tamaulipas,Amatepec,Villas de Montenegro,Independencia de México,SN
REMIGIO,JAIMES,SOFIA VALERIA,1987-11-06,MUJER,credito avio,112116,3124605389,Sonora,Amecameca,Las Cavas,Nueva Rinconada,SN
ZETINA,ANTONIO,JESUS ARMANDO,1971-07-01,HOMBRE,debito,5895,3225232029,Michoacán,Apaxco,La Enramada,Primo Verdad,40
NOYOLA,ESTEBAN,VICTORIA ALEJANDRA,1961-08-08,MUJER,credito refaccionario,96444,0576833831,Veracruz,Atenco,Talamantes Ponce,San José del Arenal,34
AVELINO,OTERO,DYLAN DANIEL,1972-06-04,HOMBRE,prestamo personal,6373,0794558907,Querétaro,Atizapán,Granjas del Campestre,Unidad Ganadera,18
JARQUIN,APARICIO,AMALIA,1974-03-01,MUJER,credito hipotecario,431043,3702642715,Veracruz,Atizapán de Zaragoza,Puerto las Hadas,San Xavier,4
OSORNIO,GARRIDO,HENRY,1977-06-28,HOMBRE,debito,9064,5239402603,México,Atlacomulco,Valle del Campestre,Residencial del Real,76
TOSCANO,HIPOLITO,AZUL,1991-09-02,MUJER,credito departamental,7008,8207250812,Jalisco,Atlautla,Trojes de Oriente,Puerta Navarra,79
MAZARIEGOS,TOMAS,TADEO ALEXANDER,1961-07-28,HOMBRE,credito departamental,4326,7010392380,Guanajuato,Axapusco,Valle de las Trojes,Residencial Campestre Club de Golf,32
ZARCO,OSORNIO,CYNTHIA,1961-03-08,MUJER,credito avio,215940,0606089759,Tamaulipas,Ayapango,Villas de San Nicolás,Palma Real,42
BAÑOS,CEBALLOS,CARLOS ENRIQUE,1962-01-12,HOMBRE,credito avio,81232,7644861531,Tabasco,Calimaya,San Telmo,Muralia,15
BASTIDA,ZAMARRIPA,EMMA ISABELLA,1972-02-16,MUJER,credito hipotecario,738297,8482848601,Hidalgo,Capulhuac,La Paloma,Agropecuario,11
BORJA,MURILLO,ERICK MATEO,1963-07-25,HOMBRE,debito,7506,2987176829,Yucatán,Coacalco de Berriozábal,Barrio de Santiago,Centro Distribuidor de Básicos,5
CHIMAL,CORONADO,LUCIA GUADALUPE,1965-09-12,MUJER,credito avio,183092,7456911243,México,Coatepec Harinas,Villa de las Trojes,La Rinconada,83
BOBADILLA,MEJIA,VICTOR DANIEL,1975-02-28,HOMBRE,credito departamental,3966,6724085044,Durango,Cocotitlán,Valle de Santa Teresa,El Plateado,36
LANDERO,MONTALVO,ANA ISABEL,1980-11-10,MUJER,credito avio,112640,2908942770,Sonora,Coyotepec,La Troje,Residencial Pulgas Pandas Norte,SN
ORDUÑA,DOMINGUEZ,DIEGO EMILIANO,1971-05-10,HOMBRE,credito refaccionario,63561,1264373630,Tamaulipas,Cuautitlán,Trojes de Alonso,Residencial Pulgas Pandas Sur,63
SAMANO,MUÑOZ,ROMINA ISABELLA,1995-01-25,MUJER,prestamo personal,6680,1266529800,Guerrero,Chalco,San Telmo Residencial,Villas del Vergel,28
AMADO,VASQUEZ,FRANCISCO GAEL,1999-09-11,HOMBRE,prestamo personal,7132,4533559831,Baja California,Chapa de Mota,Santa Fe,Cerrada San Miguel,SN
CAZAREZ,DE SANTIAGO,ALESSA,1992-07-15,MUJER,debito,1279,6165910150,Michoacán,Chapultepec,Aguascalientes 2000,Las Hadas,5
VALENTE,ELIZONDO,JOSE ELIAS,1991-09-07,HOMBRE,credito hipotecario,384886,3836273947,Baja California Sur,Chiautla,Las Trojes,Morelos,52
ASTORGA,GODOY,ANDREA VALENTINA,1983-11-27,MUJER,prestamo personal,8126,9017546175,Quintana Roo,Chicoloapan,Misión del Campanario,Andrea,58
CHE,CHAVARRIA,JOSE JAVIER,1960-06-03,HOMBRE,credito nomina,4981,0745716576,Coahuila,Chiconcuac,Trojes de Cristal,Los Arcos,SN
DE LA PAZ,TRUJILLO,ANNA VICTORIA,2003-09-10,MUJER,credito departamental,6210,7989820961,Baja California Sur,Chimalhuacán,Trojes del Sol,Industrial,SN
GALARZA,MONTOYA,LUIS GABRIEL,1986-04-09,HOMBRE,credito avio,237110,8326204681,Nuevo León,Donato Guerra,Residencial Santa Clara,La Estrella,SN
GRIJALVA,OLEA,GENESIS SOFIA,1972-12-14,MUJER,credito refaccionario,75655,0881197824,Guanajuato,Ecatepec de Morelos,Misión de Santiago,Macias Arellano,16
HUITRON,MILLAN,ANGEL YAHIR,1981-02-12,HOMBRE,credito refaccionario,79464,7652654960,Veracruz,Ecatzingo,Andora Residencial,Trento,89
AYON,DE LEON,JOHANNA,1957-02-23,MUJER,credito nomina,2451,3419402869,Quintana Roo,Huehuetoca,Cadaqués Residencial,Nueva Andalucia Coto Residencial,83
ROA,AYON,CARLOS GABRIEL,1957-04-16,HOMBRE,credito departamental,6100,6450235647,Coahuila,Hueypoxtla,Valle del Campanario,Lomas del Cobano,SN
CALVA,AGUILAR,MAILEN,1959-11-23,MUJER,credito hipotecario,892490,2844865585,Michoacán,Huixquilucan,Las Misiones,Buenavista,SN
MACHADO,MONTEJO,FELIX,1977-10-31,HOMBRE,credito departamental,6133,8618236414,Tlaxcala,Isidro Fabela,Los Jarales,C.T.M.,55
EUGENIO,FRANCO,MICHELLE GUADALUPE,1977-01-18,MUJER,credito hipotecario,359279,1059437395,Nuevo León,Ixtapaluca,Cerrada El Molino,La Higuerilla,84
VIDALES,CAMACHO,ISIDRO,1988-12-11,HOMBRE,credito nomina,1276,7149937783,Veracruz,Ixtapan de la Sal,Valle Real,Parras,86
GERVACIO,ALVA,STEPHANIE,1971-09-10,MUJER,credito refaccionario,60514,1180760808,Sonora,Ixtapan del Oro,Terzetto,El Cobano,37
QUIJANO,MENDEZ,LEANDRO,1998-05-25,HOMBRE,credito departamental,3013,6662472784,Morelos,Ixtlahuaca,Cerrada de La Misión,Hacienda el Cobano,15
GAYOSSO,ROJO,AITANA ISABELLA,1997-05-16,MUJER,credito refaccionario,74865,9625781579,Nayarit,Xalatlaco,Cerrada del Valle,Trojes del Cobano,54
CASARRUBIAS,ARANA,OSCAR DANIEL,1958-07-29,HOMBRE,credito,16643,0197960190,Michoacán,Jaltenco,Cerrada de la Mezquitera,Villas del Cobano,5
QUIRINO,VALTIERRA,DIANA LAURA,1989-07-29,MUJER,credito hipotecario,389802,9529678168,Baja California,Jilotepec,Lomas del Campestre 2a Sección,Alianza Ferrocarrilera,2
JUSTO,BARRIENTOS,ALDAIR,1974-02-15,HOMBRE,debito,7601,8774495520,México,Jilotzingo,Villas del Campestre,Bosques del Prado Oriente,89
MACHUCA,LARIOS,ALEXA VICTORIA,1999-07-13,MUJER,credito,23980,6321443820,Guanajuato,Jiquipilco,Los Calicantos,Francisco Guel Jimenez,98
ESCUDERO,POZOS,IAN FERNANDO,1959-11-15,HOMBRE,credito hipotecario,113831,1710871801,Michoacán,Jocotitlán,Jardines de la Concepción,Las Viñas INFONAVIT,80
ALAMILLA,VILLEDA,CAMILA ALEJANDRA,1963-06-25,MUJER,debito,2172,1873416944,Guerrero,Joquicingo,Los Bosques,Santa Anita 4a Sección,36
JOAQUIN,BALDERAS,JESUS MATIAS,1969-02-07,HOMBRE,credito avio,52691,0552217907,Querétaro,Juchitepec,Rinconada los Bosques,Santa Anita,74
VALERO,YAÑEZ,ISABELLA GUADALUPE,2003-10-30,MUJER,credito departamental,8200,8415183172,Durango,Lerma,La Perla Norte,Santa Anita 2a Sección,SN
ASCENCION,URIBE,LUCIO,1997-09-29,HOMBRE,credito hipotecario,826808,9678550396,Durango,Malinalco,Arroyo El Molino,El Maguey,18
GRACIA,RIVERA,SAORI,1975-11-04,MUJER,credito refaccionario,98731,7877914904,Veracruz,Melchor Ocampo,Galerías,Las Cumbres,64
ARCINIEGA,CARRILLO,JOSE ARTURO,1957-04-15,HOMBRE,credito avio,186572,2462876503,Yucatán,Metepec,Residencial Altaria,Lic Benito Juárez,SN
ESCALERA,VARGAS,ANGELES,1967-08-02,MUJER,credito avio,209685,7418927595,Sinaloa,Mexicaltzingo,Constitución,Nazario Ortiz Garza,6
